b;27.0;0.75;2;8;8;4.25;1;1;3;1;g;312;151;1
a;20.42;10.5;1;14;8;0.0;0;0;0;1;g;154;33;0
b;52.33;1.375;1;8;8;9.46;1;0;0;1;g;200;101;0
b;23.08;11.5;2;9;8;2.125;1;1;11;1;g;290;285;1
b;42.83;1.25;2;7;4;13.875;0;1;1;1;g;352;113;0
b;74.83;19.0;1;1;1;0.04;0;1;2;0;g;0;352;0
b;25.0;12.5;2;6;4;3.0;1;0;0;1;s;20;1;1
b;39.58;13.915;2;9;4;8.625;1;1;6;1;g;70;1;1
a;47.75;8.0;2;8;4;7.875;1;1;6;1;g;0;1261;1
a;47.42;3.0;2;14;4;13.875;1;1;2;1;g;519;1705;1
b;23.17;0.0;2;13;4;0.085;1;0;0;0;g;0;1;1
b;22.58;1.5;1;6;4;0.54;0;0;0;1;g;120;68;0
b;26.75;1.125;2;14;8;1.25;1;0;0;0;g;0;5299;1
b;63.33;0.54;2;8;4;0.585;1;1;3;1;g;180;1;0
b;23.75;0.415;1;8;4;0.04;0;1;2;0;g;128;7;0
a;20.75;10.25;2;11;4;0.71;1;1;2;1;g;49;1;1
a;24.5;1.75;1;8;4;0.165;0;0;0;0;g;132;1;0
b;16.17;0.04;2;8;4;0.04;0;0;0;0;g;0;1;1
a;29.5;2.0;1;10;8;2.0;0;0;0;0;g;256;18;0
a;52.83;15.0;2;8;4;5.5;1;1;14;0;g;0;2201;1
b;32.33;3.5;2;4;4;0.5;0;0;0;1;g;232;1;0
b;21.08;4.125;1;3;8;0.04;0;0;0;0;g;140;101;0
b;28.17;0.125;1;4;4;0.085;0;0;0;0;g;216;2101;0
b;19.0;1.75;1;8;4;2.335;0;0;0;1;g;112;7;0
b;27.58;3.25;1;11;8;5.085;0;1;2;1;g;369;2;0
b;27.83;1.5;2;9;4;2.0;1;1;11;1;g;434;36;1
b;40.0;6.5;2;6;5;3.5;1;1;1;0;g;0;501;1
a;37.33;2.5;2;3;8;0.21;0;0;0;0;g;260;247;0
b;42.5;4.915;1;9;4;3.165;1;0;0;1;g;52;1443;1
b;56.75;12.25;2;7;4;1.25;1;1;4;1;g;200;1;1
b;43.17;5.0;2;3;5;2.25;0;0;0;1;g;141;1;0
a;23.75;0.71;2;9;4;0.25;0;1;1;1;g;240;5;0
b;18.5;2.0;2;3;4;1.5;1;1;2;0;g;120;301;1
a;40.83;3.5;2;3;5;0.5;0;0;0;0;s;1160;1;0
a;24.5;0.5;2;11;8;1.5;1;0;0;0;g;280;825;1
b;42.0;9.79;2;14;8;7.96;1;1;8;0;g;0;1;1
a;19.5;0.165;2;11;4;0.04;0;0;0;1;g;380;1;0
b;21.5;11.5;2;3;4;0.5;1;0;0;1;g;100;69;0
b;31.25;2.835;2;1;1;0.0;0;1;5;0;g;176;147;0
b;27.25;1.585;2;13;8;1.835;1;1;12;1;g;583;714;1
b;48.75;26.335;1;1;1;0.0;1;0;0;1;g;0;1;0
a;30.42;1.375;2;9;8;0.04;0;1;3;0;g;0;34;0
b;29.42;1.25;2;9;4;1.75;0;0;0;0;g;200;1;0
b;28.25;5.04;1;8;5;1.5;1;1;8;1;g;144;8;1
b;40.25;21.5;2;10;9;20.0;1;1;11;0;g;0;1201;1
b;36.5;4.25;2;11;4;3.5;0;0;0;0;g;454;51;0
b;25.58;0.335;2;4;8;3.5;0;0;0;1;g;340;1;0
b;29.83;3.5;2;8;4;0.165;0;0;0;0;g;216;1;0
b;23.08;0.0;2;4;4;1.0;0;1;11;0;s;0;1;0
a;32.17;1.46;2;9;4;1.085;1;1;16;0;g;120;2080;1
b;25.17;3.5;2;13;4;0.625;1;1;7;0;g;0;7060;1
a;35.17;3.75;2;1;1;0.0;0;1;6;0;g;0;201;0
a;18.58;10.0;2;2;4;0.415;0;0;0;0;g;80;43;0
b;39.92;5.0;2;3;5;0.21;0;0;0;0;g;550;1;0
b;23.42;1.0;2;8;4;0.5;0;0;0;1;s;280;1;0
b;37.58;0.0;2;8;4;0.0;0;0;0;0;p;184;1;1
a;24.75;13.665;2;11;8;1.5;0;0;0;0;g;280;2;0
a;47.0;13.0;2;3;5;5.165;1;1;9;1;g;0;1;1
b;34.17;5.25;2;9;4;0.085;0;0;0;1;g;290;7;1
b;22.17;0.585;1;1;1;0.0;0;0;0;0;g;100;1;0
b;27.75;1.29;2;4;8;0.25;0;0;0;1;s;140;1;0
b;42.75;4.085;2;6;4;0.04;0;0;0;0;g;108;101;0
b;28.67;14.5;2;2;4;0.125;0;0;0;0;g;0;287;0
b;36.25;5.0;2;8;5;2.5;1;1;6;0;g;0;368;1
a;18.17;10.0;1;11;8;0.165;0;0;0;0;g;340;1;0
b;21.25;1.5;2;9;4;1.5;0;0;0;0;g;150;9;1
a;38.92;1.665;2;6;4;0.25;0;0;0;0;g;0;391;0
b;31.83;0.04;1;7;4;0.04;0;0;0;0;g;0;1;0
a;17.33;9.5;2;6;4;1.75;0;1;10;1;g;0;11;0
a;20.42;0.835;2;11;4;1.585;1;1;1;0;g;0;1;1
a;39.08;4.0;2;8;4;3.0;0;0;0;0;g;480;1;0
b;38.67;0.21;2;4;4;0.085;1;0;0;1;g;280;1;1
b;27.67;13.75;2;9;4;5.75;1;0;0;1;g;487;501;1
b;27.75;0.585;1;13;4;0.25;1;1;2;0;g;260;501;1
b;19.0;0.0;1;1;1;0.0;0;1;4;0;g;45;2;0
a;25.0;0.875;2;14;8;1.04;1;0;0;1;g;160;5861;1
b;27.67;2.0;2;14;8;1.0;1;1;4;0;g;140;7545;1
b;22.25;9.0;2;6;4;0.085;0;0;0;0;g;0;1;0
a;49.83;13.585;2;4;8;8.5;1;0;0;1;g;0;1;1
b;32.33;2.5;2;8;4;1.25;0;0;0;1;g;280;1;0
b;38.25;10.125;1;4;4;0.125;0;0;0;0;g;160;1;0
b;47.33;6.5;2;8;4;1.0;0;0;0;1;g;0;229;0
b;27.83;4.0;1;3;8;5.75;1;1;2;1;g;75;1;0
a;35.75;0.915;2;6;4;0.75;1;1;4;0;g;0;1584;1
b;33.58;0.25;2;3;5;4.0;0;0;0;1;s;420;1;0
b;34.08;0.08;1;7;5;0.04;1;1;1;1;g;280;2001;1
a;20.75;10.335;2;13;8;0.335;1;1;1;1;g;80;51;1
b;33.17;1.0;2;14;4;0.75;1;1;7;1;g;340;4072;1
b;22.75;11.0;2;11;4;2.5;1;1;7;1;g;100;810;1
b;48.75;8.5;2;8;8;12.5;1;1;9;0;g;181;1656;1
b;40.58;5.0;2;8;4;5.0;1;1;7;0;g;0;3066;1
b;20.67;0.835;1;8;4;2.0;0;0;0;1;s;240;1;0
a;38.75;1.5;2;1;1;0.0;0;0;0;0;g;76;1;0
a;57.08;19.5;2;8;4;5.5;1;1;7;0;g;0;3001;1
a;31.25;3.75;2;13;8;0.625;1;1;9;1;g;181;1;1
b;22.0;0.79;2;9;4;0.29;0;1;1;0;g;420;284;0
a;58.33;10.0;2;11;4;4.0;1;1;14;0;g;0;1603;1
b;28.92;0.375;2;8;4;0.29;0;0;0;0;g;220;141;0
a;46.0;4.0;2;5;3;0.0;1;0;0;0;g;100;961;1
b;21.0;3.0;1;2;4;1.085;1;1;8;1;g;160;2;1
a;24.75;12.5;2;6;4;1.5;1;1;12;1;g;120;568;1
a;20.83;0.5;1;10;2;1.0;0;0;0;0;g;260;1;0
b;24.58;13.5;1;1;1;0.0;0;0;0;0;g;184;1;0
a;26.5;2.71;1;8;4;0.085;0;0;0;0;s;80;1;0
b;40.92;0.835;2;1;1;0.0;1;0;0;0;g;130;2;0
a;38.33;4.415;2;8;4;0.125;0;0;0;0;g;160;1;0
b;19.58;0.585;2;1;1;0.0;0;1;3;0;g;350;770;0
b;39.25;9.5;2;7;4;6.5;1;1;14;0;g;240;4608;1
b;25.75;0.5;2;8;4;1.46;1;1;5;1;g;312;1;1
a;46.08;3.0;2;8;4;2.375;1;1;8;1;g;396;4160;1
b;19.67;10.0;1;4;8;0.835;1;0;0;1;g;140;1;0
a;22.25;1.25;1;1;1;3.25;0;0;0;0;g;280;1;0
b;18.83;3.54;1;1;1;0.0;0;0;0;1;g;180;2;0
b;64.08;20.0;2;14;8;17.5;1;1;9;1;g;0;1001;1
a;16.5;1.25;2;11;4;0.25;0;1;1;0;g;108;99;0
a;68.67;15.0;2;10;9;0.0;1;1;14;0;g;0;3377;1
b;76.75;22.29;2;10;9;12.75;1;1;1;1;g;0;110;1
a;15.92;2.875;2;11;4;0.085;0;0;0;0;g;120;1;0
b;34.83;4.0;2;2;5;12.5;1;0;0;1;g;184;1;0
a;47.42;8.0;2;10;5;6.5;1;1;6;0;g;375;51101;1
b;23.17;0.0;2;8;4;0.0;0;0;0;0;p;184;1;1
b;45.17;1.5;2;8;4;2.5;1;0;0;1;g;140;1;0
b;15.17;7.0;2;10;4;1.0;0;0;0;0;g;600;1;0
b;18.83;0.415;1;8;4;0.165;0;1;1;0;g;200;2;0
b;52.5;6.5;2;4;4;6.29;1;1;15;0;g;0;11203;1
b;19.17;0.0;1;7;5;0.0;0;0;0;1;s;500;2;1
b;18.0;0.165;2;11;7;0.21;0;0;0;0;g;200;41;1
b;37.5;0.835;2;10;4;0.04;0;0;0;0;g;120;6;0
b;22.67;1.585;1;9;4;3.085;1;1;6;0;g;80;1;1
b;47.83;4.165;2;14;5;0.085;0;0;0;1;g;520;1;0
b;34.08;2.5;2;8;4;1.0;0;0;0;0;g;460;17;0
a;33.08;1.625;2;2;4;0.54;0;0;0;1;g;0;1;0
b;43.08;0.375;1;8;4;0.375;1;1;8;1;g;300;163;1
b;34.5;4.04;1;3;5;8.5;1;1;7;1;g;195;1;1
b;42.75;3.0;2;3;5;1.0;1;0;0;0;g;0;201;0
b;18.25;0.165;2;2;4;0.25;0;0;0;1;s;280;1;0
b;23.08;2.5;2;1;1;0.085;0;0;0;1;g;100;4209;0
a;22.5;8.46;1;14;4;2.46;0;0;0;0;g;164;1;1
b;17.92;0.205;2;6;4;0.04;0;0;0;0;g;280;751;0
b;18.42;10.415;1;6;4;0.125;1;0;0;0;g;120;376;0
a;27.67;1.5;2;7;4;2.0;1;0;0;0;s;368;1;0
a;18.92;9.25;1;8;4;1.0;1;1;4;1;g;80;501;1
b;22.67;0.75;2;3;4;1.585;0;1;1;1;g;400;10;0
b;62.5;12.75;1;8;8;5.0;1;0;0;0;g;112;1;0
a;23.5;9.0;2;11;4;8.5;1;1;5;1;g;120;1;1
b;35.25;3.165;2;14;8;3.75;1;0;0;1;g;680;1;0
a;56.83;4.25;1;1;1;5.0;0;0;0;1;g;0;5;0
a;53.33;0.165;2;1;1;0.0;0;0;0;1;s;62;28;0
b;41.17;4.04;2;13;8;7.0;1;1;8;0;g;320;1;1
b;42.17;5.04;2;11;8;12.75;1;0;0;1;g;92;1;1
b;41.17;1.25;1;9;4;0.25;0;0;0;0;g;0;196;0
a;33.75;0.75;2;4;5;1.0;1;1;3;1;g;212;1;0
b;25.67;12.5;2;13;4;1.21;1;1;67;1;g;140;259;1
b;24.33;6.625;1;2;4;5.5;1;0;0;1;s;100;1;1
b;23.33;11.625;1;9;4;0.835;1;0;0;1;g;160;301;1
b;30.67;2.5;2;13;8;2.25;0;0;0;1;s;340;1;0
b;37.17;4.0;2;8;5;5.0;1;0;0;1;s;280;1;0
b;26.25;1.54;2;9;4;0.125;0;0;0;0;g;100;1;0
a;29.75;0.665;2;9;4;0.25;0;0;0;1;g;300;1;0
a;23.0;1.835;2;5;3;0.0;0;1;1;0;g;200;54;0
b;17.25;3.0;2;4;4;0.04;0;0;0;1;g;160;41;0
b;29.25;14.79;2;6;4;5.04;1;1;5;1;g;168;1;1
a;28.58;3.54;2;3;5;0.5;1;0;0;1;g;171;1;0
b;34.58;0.0;2;8;4;0.0;0;0;0;0;p;184;1;0
b;23.42;0.585;2;8;8;0.085;1;0;0;0;g;180;1;0
b;25.0;11.25;2;8;4;2.5;1;1;17;0;g;200;1209;1
a;18.75;7.5;2;11;4;2.71;1;1;5;0;g;184;26727;1
b;17.08;0.25;2;11;4;0.335;0;1;4;0;g;160;9;0
a;16.08;0.335;2;1;1;0.0;0;1;1;0;g;160;127;0
b;32.92;2.5;2;6;4;1.75;0;1;2;1;g;720;1;0
a;20.33;10.0;2;8;8;1.0;1;1;4;0;g;50;1466;1
a;21.75;1.75;1;5;3;0.0;0;0;0;0;g;160;1;0
b;33.17;1.04;2;12;8;6.5;1;0;0;1;g;164;31286;1
a;25.33;2.085;2;8;8;2.75;1;0;0;1;g;360;2;0
a;24.75;3.0;2;11;8;1.835;1;1;19;0;g;0;501;1
b;30.83;0.0;2;9;4;1.25;1;1;1;0;g;202;1;1
b;20.75;5.085;1;5;4;0.29;0;0;0;0;g;140;185;0
a;40.33;8.125;1;4;4;0.165;0;1;2;0;g;184;19;0
b;29.42;1.25;2;8;8;0.25;0;1;2;1;g;400;109;0
b;40.92;0.5;1;7;4;0.5;0;0;0;1;g;130;1;0
a;29.5;0.46;2;4;4;0.54;1;1;4;0;g;380;501;1
b;54.42;0.5;1;4;8;3.96;1;0;0;0;g;180;315;1
b;34.0;5.5;1;8;4;1.5;0;0;0;1;g;60;1;0
b;25.0;12.0;2;4;4;2.25;1;1;2;1;g;120;6;0
a;26.58;2.54;1;1;1;0.0;0;0;0;1;g;180;61;0
a;33.08;4.625;2;11;8;1.625;1;1;2;0;g;0;1;1
b;33.67;2.165;2;8;4;1.5;0;0;0;0;p;120;1;0
b;36.17;5.5;2;3;5;5.0;0;0;0;0;g;210;688;0
b;19.5;0.29;2;4;4;0.29;0;0;0;0;g;280;365;0
b;24.17;0.875;2;11;4;4.625;1;1;2;1;g;520;2001;1
a;30.5;6.5;2;8;5;4.0;1;1;7;1;g;0;3066;1
b;20.0;7.0;2;8;4;0.5;0;0;0;0;g;0;1;0
b;25.33;0.58;2;8;4;0.29;1;1;7;1;g;96;5125;1
b;29.58;4.75;2;7;4;2.0;0;1;1;1;g;460;69;0
b;43.17;2.25;2;3;5;0.75;1;0;0;0;g;560;1;0
b;28.75;1.165;2;4;4;0.5;1;0;0;0;s;280;1;0
b;31.57;3.0;1;3;5;7.0;0;0;0;0;g;0;2;0
b;20.25;9.96;2;10;2;0.0;1;0;0;0;g;0;1;1
b;45.0;8.5;2;13;8;14.0;1;1;1;1;g;88;2001;1
a;22.83;2.29;2;11;8;2.29;1;1;7;1;g;140;2385;1
a;20.67;3.0;2;11;4;0.165;1;1;3;0;g;100;7;1
b;27.83;1.5;2;9;4;2.25;0;1;1;1;g;100;4;0
b;40.92;2.25;1;14;8;10.0;1;0;0;1;g;176;1;0
b;56.42;28.0;1;8;4;28.5;1;1;40;0;g;0;16;1
a;64.08;0.165;2;1;1;0.0;1;1;1;0;g;232;101;1
a;22.42;11.25;1;14;8;0.75;1;1;4;0;g;0;322;1
a;24.33;2.5;1;3;5;4.5;0;0;0;0;g;200;457;0
a;69.5;6.0;2;1;1;0.0;0;0;0;0;s;0;1;0
b;35.58;0.75;2;4;4;1.5;0;0;0;1;g;231;1;0
b;48.33;12.0;2;7;4;16.0;1;0;0;0;s;110;1;1
a;28.08;15.0;1;10;9;0.0;1;0;0;0;g;0;13213;1
b;35.17;2.5;2;4;4;4.5;1;1;7;0;g;150;1271;1
b;49.5;7.585;2;3;5;7.585;1;1;15;1;g;0;5001;1
b;80.25;5.5;2;8;4;0.54;1;0;0;0;g;0;341;0
b;29.25;13.0;2;2;8;0.5;0;0;0;0;g;228;1;0
a;16.92;0.5;2;3;4;0.165;0;1;6;1;g;240;36;0
a;16.0;0.165;2;6;4;1.0;0;1;2;1;g;320;2;0
b;60.08;14.5;2;1;1;18.0;1;1;15;1;g;0;1001;1
b;28.0;2.0;2;4;8;4.165;1;1;2;1;g;181;1;1
b;41.5;1.54;2;3;5;3.5;0;0;0;0;g;216;1;1
b;24.08;9.0;2;6;4;0.25;0;0;0;1;g;0;1;0
b;24.5;13.335;1;6;4;0.04;0;0;0;1;g;120;476;0
b;34.75;15.0;2;12;7;5.375;1;1;9;1;g;0;135;1
b;33.67;1.25;2;9;4;1.165;0;0;0;0;g;120;1;0
a;40.83;10.0;2;11;8;1.75;1;0;0;0;g;29;838;1
b;20.42;1.835;2;8;4;2.25;1;1;1;0;g;100;151;1
b;37.5;1.125;1;2;4;1.5;0;0;0;1;g;431;1;1
b;48.5;4.25;2;7;4;0.125;1;0;0;1;g;225;1;1
b;23.0;0.75;2;7;4;0.5;0;0;0;1;s;320;1;0
b;35.0;3.375;2;8;8;8.29;0;0;0;1;g;0;1;0
b;16.33;2.75;2;6;4;0.665;0;1;1;0;g;80;22;0
b;22.67;10.5;2;11;8;1.335;1;0;0;0;g;100;1;1
a;21.75;11.75;2;8;4;0.25;0;0;0;1;g;180;1;0
a;25.08;2.54;1;6;4;0.25;1;0;0;1;g;370;1;1
b;36.33;2.125;1;9;4;0.085;1;1;1;0;g;50;1188;1
a;28.58;3.75;2;8;4;0.25;0;1;1;1;g;40;155;0
b;22.17;12.125;2;8;4;3.335;0;1;2;1;g;180;174;0
b;34.17;1.54;2;13;4;1.54;1;1;1;1;g;520;50001;1
b;35.0;2.5;2;3;4;1.0;0;0;0;1;g;210;1;0
b;28.58;3.625;2;6;4;0.25;0;0;0;1;g;100;1;0
a;19.17;5.415;2;3;8;0.29;0;0;0;0;g;80;485;0
b;23.25;1.0;2;8;4;0.835;1;0;0;0;s;300;1;1
b;16.5;0.125;2;8;4;0.165;0;0;0;0;g;132;1;0
a;20.08;0.125;2;11;4;1.0;0;1;1;0;g;240;769;1
b;22.33;11.0;2;9;4;2.0;1;1;1;0;g;80;279;1
b;34.0;5.085;1;3;5;1.085;0;0;0;1;g;480;1;0
a;57.08;0.335;2;3;5;1.0;1;0;0;1;g;252;2198;0
b;16.25;0.835;2;7;4;0.085;1;0;0;0;s;200;1;0
b;32.83;2.5;2;13;8;2.75;1;1;6;0;g;160;2073;1
b;48.25;25.085;2;9;4;1.75;1;1;3;0;g;120;15;1
b;34.17;2.75;2;3;5;2.5;0;0;0;1;g;232;201;0
b;18.33;1.21;1;10;2;0.0;0;0;0;0;g;100;1;0
b;44.25;0.5;2;7;4;10.75;1;0;0;0;s;400;1;0
b;38.92;1.75;2;4;4;0.5;0;0;0;1;g;300;3;0
b;31.58;0.75;1;6;4;3.5;0;0;0;1;g;320;1;0
b;25.08;1.71;2;14;4;1.665;1;1;1;1;g;395;21;1
b;65.42;11.0;2;10;9;20.0;1;1;7;1;g;22;1;1
b;41.33;0.0;2;8;5;15.0;1;0;0;0;g;0;1;1
b;31.25;1.125;2;1;1;0.0;0;1;1;0;g;96;20;0
a;36.75;4.71;2;1;1;0.0;0;0;0;0;g;160;1;0
b;32.33;7.5;2;10;5;1.585;1;0;0;1;s;420;1;0
a;31.92;3.125;2;1;1;3.04;0;1;2;1;g;200;5;0
b;24.83;2.75;2;8;4;2.25;1;1;6;0;g;184;601;1
b;21.92;0.54;1;14;4;0.04;1;1;1;1;g;840;60;1
b;34.25;3.0;2;13;8;7.415;1;0;0;1;g;0;1;1
b;51.83;3.0;1;1;1;1.5;0;0;0;0;g;180;5;0
a;31.57;1.5;2;1;1;0.0;0;1;2;1;g;200;106;0
b;38.42;0.705;2;8;4;0.375;0;1;2;0;g;225;501;0
b;39.17;1.71;2;14;4;0.125;1;1;5;1;g;480;1;1
b;18.17;2.46;2;8;7;0.96;0;1;2;1;g;160;588;0
b;39.0;5.0;2;13;4;3.5;1;1;10;1;g;0;1;1
b;20.0;11.045;2;8;4;2.0;0;0;0;1;g;136;1;0
b;32.75;2.335;2;2;8;5.75;0;0;0;1;g;292;1;0
b;18.58;5.71;2;2;4;0.54;0;0;0;0;g;120;1;0
a;15.83;7.625;2;11;4;0.125;0;1;1;1;g;0;161;0
b;39.33;5.875;2;13;8;10.0;1;1;14;1;g;399;1;1
a;19.58;0.665;2;9;4;1.665;0;0;0;0;g;220;6;0
b;21.33;10.5;2;8;4;3.0;1;0;0;1;g;0;1;1
a;22.67;0.75;2;8;4;2.0;0;1;2;1;g;200;395;0
b;25.67;3.25;2;8;8;2.29;0;1;1;1;g;416;22;0
b;21.08;10.085;1;10;8;1.25;0;0;0;0;g;260;1;0
a;49.0;1.5;2;5;3;0.0;1;0;0;1;g;100;28;0
b;20.67;5.29;2;11;4;0.375;1;1;1;0;g;160;1;0
a;19.67;0.21;2;11;8;0.29;1;1;11;0;g;80;100;1
b;21.83;0.25;2;2;8;0.665;1;0;0;1;g;0;1;1
b;26.83;0.54;2;4;1;0.0;0;0;0;0;g;100;1;0
a;38.58;5.0;2;13;4;13.5;1;0;0;1;g;980;1;0
a;50.08;12.54;2;6;4;2.29;1;1;3;1;g;156;1;1
a;15.75;0.375;2;8;4;1.0;0;0;0;0;g;120;19;0
a;24.5;12.75;2;8;5;4.75;1;1;2;0;g;73;445;1
b;21.0;4.79;1;9;4;2.25;1;1;1;1;g;80;301;1
b;22.08;11.0;2;13;4;0.665;1;0;0;0;g;100;1;1
b;54.58;9.415;2;1;1;14.415;1;1;11;1;g;30;301;1
b;18.08;5.5;2;4;4;0.5;1;0;0;0;g;80;1;1
b;36.67;4.415;1;4;4;0.25;1;1;10;1;g;320;1;1
b;38.17;10.125;2;14;4;2.5;1;1;6;0;g;520;197;1
b;21.83;1.54;2;4;4;0.085;0;0;0;1;g;356;1;0
a;51.92;6.5;2;3;5;3.085;0;0;0;1;g;73;1;0
b;22.17;2.25;2;3;4;0.125;0;0;0;0;g;160;11;0
b;52.42;1.5;2;2;4;3.75;0;0;0;1;g;0;351;0
a;60.92;5.0;2;6;4;4.0;1;1;4;0;g;0;100;1
b;20.17;5.625;2;9;4;1.71;1;0;0;0;s;120;1;1
b;23.25;4.0;2;8;5;0.25;1;0;0;1;g;160;1;1
b;36.17;0.42;1;9;4;0.29;0;0;0;1;g;309;3;0
a;42.25;1.75;1;8;4;0.0;0;0;0;1;g;150;2;0
b;23.58;0.835;2;3;8;0.085;0;0;0;1;g;220;6;0
a;36.0;1.0;2;8;4;2.0;1;1;11;0;g;0;457;1
b;39.58;5.0;2;1;1;0.0;0;1;2;0;g;17;2;0
a;18.83;4.415;1;8;8;3.0;1;0;0;0;g;240;1;1
b;27.25;0.625;2;6;4;0.455;1;0;0;1;g;200;1;0
b;32.42;3.0;2;2;4;0.165;0;0;0;1;g;120;1;0
b;19.42;1.5;1;13;4;2.0;1;0;0;1;g;100;21;0
a;22.58;10.75;2;11;4;0.415;1;1;5;1;g;0;561;1
b;39.92;6.21;2;11;4;0.04;1;1;1;0;g;200;301;1
b;22.67;0.165;2;8;3;2.25;0;0;0;1;s;0;1;1
a;23.42;0.79;1;11;4;1.5;1;1;2;1;g;80;401;1
a;30.0;5.29;2;10;2;2.25;1;1;5;1;g;99;501;1
a;40.33;7.54;1;11;8;8.0;1;1;14;0;g;0;2301;1
a;36.75;5.125;2;10;4;5.0;1;0;0;1;g;0;4001;1
b;31.0;2.085;2;8;4;0.085;0;0;0;0;g;300;1;0
a;25.17;2.875;2;14;8;0.875;1;0;0;0;g;360;1;1
b;27.42;12.5;2;6;5;0.25;0;0;0;1;g;720;1;0
b;31.57;4.0;2;14;4;5.0;1;1;3;1;g;290;2280;1
b;34.08;6.5;2;6;4;0.125;1;0;0;1;g;443;1;0
b;22.08;2.335;2;4;4;0.75;0;0;0;0;g;180;1;0
b;31.08;3.085;2;8;4;2.5;0;1;2;1;g;160;42;0
b;31.57;0.5;2;8;5;0.835;1;0;0;1;s;320;1;0
b;16.0;3.125;2;9;4;0.085;0;1;1;0;g;0;7;0
b;27.25;1.665;2;13;8;5.085;1;1;9;0;g;399;828;1
b;25.17;3.0;2;8;4;1.25;0;1;1;0;g;0;23;0
b;67.75;5.5;2;10;9;13.0;1;1;1;1;g;0;1;1
a;18.83;9.5;2;9;4;1.625;1;1;6;1;g;40;601;1
a;27.25;0.29;2;7;8;0.125;0;1;1;1;g;272;109;0
a;19.58;0.665;1;8;4;1.0;0;1;1;0;g;2000;3;0
b;30.75;1.585;2;2;4;0.585;0;0;0;1;s;0;1;0
a;50.25;0.835;2;6;4;0.5;0;0;0;1;g;240;118;0
b;31.08;1.5;1;9;4;0.04;0;0;0;0;s;160;1;0
b;51.58;15.0;2;8;4;8.5;1;1;9;0;g;0;1;1
a;36.58;0.29;2;1;1;0.0;0;1;10;0;g;200;19;0
b;33.58;2.75;2;7;4;4.25;1;1;6;0;g;204;1;1
a;20.83;3.0;2;6;4;0.04;1;0;0;0;g;100;1;1
b;36.17;18.125;2;9;4;0.085;0;0;0;0;g;320;3553;0
b;50.75;0.585;2;1;1;0.0;0;0;0;0;g;145;1;0
a;23.58;0.83;2;11;4;0.415;0;1;1;1;g;200;12;0
b;35.17;4.5;2;14;8;5.75;0;0;0;1;s;711;1;1
a;58.42;21.0;2;3;5;10.0;1;1;13;0;g;0;6701;1
b;28.25;0.875;2;7;4;0.96;1;1;3;1;g;396;1;1
b;31.57;0.625;2;4;4;0.25;0;0;0;0;g;380;2011;0
a;31.75;3.0;1;5;3;0.0;0;0;0;0;g;160;21;0
b;19.42;6.5;2;9;8;1.46;1;1;7;0;g;80;2955;1
b;39.08;6.0;2;7;4;1.29;1;1;5;1;g;108;1098;1
b;17.08;3.29;2;3;4;0.335;0;0;0;1;g;140;3;0
b;44.83;7.0;1;8;4;1.625;0;0;0;0;g;160;3;0
b;16.25;0.0;1;6;4;0.25;0;0;0;0;g;60;1;0
a;41.17;6.5;2;11;4;0.5;1;1;3;1;g;145;1;1
b;28.92;15.0;2;8;8;5.335;1;1;11;0;g;0;2284;1
a;26.17;2.0;2;5;3;0.0;0;0;0;1;g;276;2;0
